portal_id,title_ru,title_en
188,"Статья К.Э. Циолковского ""Уравнения размеров оболочки аэростата в высоту""","Article by K. E. Tsiolkovsky ""Equations of the Dimensions of a Balloon's Envelope in Height"""
189,"Статья К.Э. Циолковского ""Газы для дирижаблей. Выбор газов""","K. E. Tsiolkovsky's article ""Gases for Airships. Choice of Gases"""
190,"Таблицы и чертежи К.Э. Циолковского ""Модель [дирижабля] 1 января 1931 г.""","Tables and drawings by K. E. Tsiolkovsky ""Model [of an airship] 1 January 1931"""
191,Способ построения оболочки дирижабля К.Э. Циолковского,K. E. Tsiolkovsky's method of constructing an airship's envelope
192,"Статья К.Э. Циолковского ""Газовые воздушные корабли или аэронаты""","Article by K. E. Tsiolkovsky ""Gas Airships, or Aeronats"""
193,"Статья К.Э. Циолковского ""Инерционные силы в дирижабле. [Пояснения к совещанию 23 августа 1931 г.]""","Article by K. E. Tsiolkovsky ""Inertial Forces in an Airship. [Explanations for the meeting of 23 August 1931]"""
194,"Статья К.Э. Циолковского ""Значение величины дирижабля""","Article by K. E. Tsiolkovsky ""The Significance of the Size of an Airship"""
195,"Статья К.Э. Циолковского ""Ориентировочная программа работ по металлическому дирижаблю""","Article by K. E. Tsiolkovsky ""A Tentative Program of Work on a Metal Airship"""
196,"Статья К.Э. Циолковского ""Некоторые пояснения к особенностям конструкции цельнометаллического дирижабля с изменяющимся объемом""","Article by K. E. Tsiolkovsky ""Some Explanations Concerning the Design Features of an All-Metal Airship with Variable Volume"""
197,"Статья К.Э. Циолковского ""Водород для цельнометаллического дирижабля с изменяющимся объемом""","Article by K. E. Tsiolkovsky ""Hydrogen for an All-Metal Airship with Variable Volume"""
198,"Статья К.Э. Циолковского ""Цельнометаллический дирижабль""","Article by K. E. Tsiolkovsky ""The All-Metal Airship"""
199,"Объяснительная записка К.Э. Циолковского ""Дирижаблистам группы К.Э. Циолковского"" к проекту дирижабля на 40 человек","Explanatory note by K. E. Tsiolkovsky ""To the Airshipmen of K. E. Tsiolkovsky's Group"" for the project of an airship for 40 people"
200,"Статья К.Э. Циолковского ""Новый тип дирижабля""","Article by K. E. Tsiolkovsky ""A New Type of Airship"""
201,"Статья К.Э. Циолковского ""Тернистый путь дирижаблей"" [Конспект развития газового воздухоплавания]","Article by K. E. Tsiolkovsky ""The Thorny Path of Airships"" [An outline of the development of gas aeronautics]"
202,"Текст выступления К.Э. Циолковского ""Дирижабль, стратоплан, ракета"" по радио [речь по радио]","Text of K. E. Tsiolkovsky's radio broadcast ""Airship, Stratoplane, Rocket"" [a radio speech]"
203,"Предисловие к работе К.Э. Циолковского ""Нагревание легкого газа""","Preface to K. E. Tsiolkovsky's work ""Heating of a Light Gas"""
204,"[Юбилейная речь] К.Э. Циолковского ""Воздушные транспортные средства""","[Jubilee speech] by K. E. Tsiolkovsky ""Air Transport Vehicles"""
205,Мой дирижабль К.Э. Циолковского,My Airship by K. E. Tsiolkovsky
206,"Статья К.Э. Циолковского ""Дирижабль, стратоплан, и звездолет, как три ступени величайших советских достижений, как апофеоз индустрии"". Приложены чертежи и шаблоны моделей дирижабля","Article by K. E. Tsiolkovsky ""The Airship, the Stratoplane, and the Star Ship as Three Stages of the Greatest Soviet Achievements, as the Apotheosis of Industry"". Drawings and templates of airship models attached"
207,"Статья К.Э. Циолковского ""Акрон""","Article by K. E. Tsiolkovsky ""Akron"""
208,"Статья К.Э. Циолковского ""Программа работ по стальному дирижаблю системы К.Э. Циолковского""","Article by K. E. Tsiolkovsky ""Program of Work on a Steel Airship of K. E. Tsiolkovsky's System"""
209,"Фрагменты лекций К.Э. Циолковского ""Изучение и использование стратосферы"", читанной в Обществе изобретателей в Калуге 31.12.1933 г","Fragments of lectures by K. E. Tsiolkovsky ""The Study and Use of the Stratosphere"", delivered at the Society of Inventors in Kaluga on 31.12.1933"
210,"Статья К.Э. Циолковского ""О работах по бескаркасному металлическому дирижаблю"", написанная в ответ на запрос Секции информации и печати ""Бюллетеня ЦАГИ""","Article by K. E. Tsiolkovsky ""On Work on a Frameless Metal Airship"", written in response to an inquiry from the Information and Press Section of the ""TsAGI Bulletin"""
211,"Фрагменты К.Э. Циолковского ""Формулы стратостата""","Fragments by K. E. Tsiolkovsky ""Formulas of the Stratostat"""
212,"Статья К.Э. Циолковского ""Достижение высот стратостатом""","Article by K. E. Tsiolkovsky ""Attaining Altitudes with a Stratostat"""
213,"Статья К.Э. Циолковского ""Высотные воздушные шары [стратостаты] и высотные [стратосферные] дирижабли""","Article by K. E. Tsiolkovsky ""High-Altitude Balloons [Stratostats] and High-Altitude [Stratospheric] Airships"""
214,"Статья К.Э. Циолковского ""Газгольдеры, как переходная ступень к стальным дирижаблям с изменяющимся объемом""","Article by K. E. Tsiolkovsky ""Gasholders as a Transitional Stage to Steel Airships with Variable Volume"""
215,"Фрагменты статьи К.Э. Циолковского ""Новый проект маленького дирижабля в 1000-3000 куб. м."", рисунки, таблицы, шаблоны","Fragments of the article by K. E. Tsiolkovsky ""A New Project of a Small Airship of 1000-3000 cubic m."", drawings, tables, templates"
216,"Статья К.Э. Циолковского ""Особый упрощенный проект чистометаллического дирижабля с изменяющимся объемом""","Article by K. E. Tsiolkovsky ""A Special Simplified Project of a Pure-Metal Airship with Variable Volume"""
217,Эскизный проект летающей модели дирижабля К.Э. Циолковского объемом 3000 куб.м,Sketch design of a flying model of an airship by K. E. Tsiolkovsky with a volume of 3000 cubic m
218,Эскизный проект летающей модели дирижабля К.Э. Циолковского объемом 3000 куб.м,Sketch design of a flying model of an airship by K. E. Tsiolkovsky with a volume of 3000 cubic m
219,"Статья К.Э. Циолковского ""Упрощенный переходный проект дирижабля в 2000 куб. метров объема""","Article by K. E. Tsiolkovsky ""Simplified Transitional Project of an Airship of 2000 cubic meters of Volume"""
220,"Статья К.Э. Циолковского ""Поезд дирижаблей""","Article by K. E. Tsiolkovsky ""Train of Airships"""
221,"Фрагмент работы К.Э. Циолковского ""Способ сварки оболочки дирижабля""","Fragment of the work by K. E. Tsiolkovsky ""Method of Welding an Airship's Envelope"""
222,"Список работ К.Э. Циолковского ""Дирижабли"" по дирижаблям","List of works by K. E. Tsiolkovsky ""Airships"" on airships"
223,"Расчеты и формулы К.Э. Циолковского ""Расчеты [таблицы дирижаблей]""","Calculations and formulas by K. E. Tsiolkovsky ""Calculations [tables of airships]"""
224,Шаблоны К.Э. Циолковского из жести и картона моделей дирижабля,Templates by K. E. Tsiolkovsky made of tin and cardboard for airship models
225,"Чертежи дирижабля К.Э. Циолковского, рисунки и эскизы к работам по дирижаблестроению","Drawings of an airship by K. E. Tsiolkovsky, drawings and sketches for works on airship building"
226,"Фотографии моделей дирижабля К.Э. Циолковского, шаблоны для гоффрировальной машины и репродукции диапозитивов, моделей дирижабля, демонстрировавшихся К.Э. Циолковским во время лекций и докладов","Photographs of models of K. E. Tsiolkovsky's dirigible, templates for the corrugating machine and reproductions of slides of dirigible models demonstrated by K. E. Tsiolkovsky during lectures and talks"
227,Фрагменты статей К.Э. Циолковского о дирижабле,Fragments of articles by K. E. Tsiolkovsky about the dirigible
228,"Статья К.Э. Циолковского ""Тип будущего управляемого аэростата"" [не окончена]","Article by K. E. Tsiolkovsky ""The type of the controllable balloon of the future"" [not finished]"
229,"Статья К.Э. Циолковского ""Тяготение, как источник мировой энергии""","Article by K. E. Tsiolkovsky ""Gravitation as a source of world energy"""
230,"Статья К.Э. Циолковского ""Изменение относительной тяжести на Земле""","Article by K. E. Tsiolkovsky ""The change of relative weight on the Earth"""
231,"Статья К.Э. Циолковского ""На чуждых планетах""","Article by K. E. Tsiolkovsky ""On alien planets"""
232,"Статья К.Э. Циолковского ""Вселенная в очерках и картинах""","Article by K. E. Tsiolkovsky ""The universe in sketches and pictures"""
233,"Заметки и таблицы К.Э. Циолковского ""Таблицы [старые]"" по астрономии","Notes and tables by K. E. Tsiolkovsky ""Tables [old]"" on astronomy"
234,"Таблицы К.Э. Циолковского ""Таблицы новые и старые"", относящиеся к строению вселенной","Tables by K. E. Tsiolkovsky ""Tables new and old"", relating to the structure of the universe"
235,"Статья К.Э. Циолковского ""Между солнцами [Фантастическое путешествие от планеты к планете]""","Article by K. E. Tsiolkovsky ""Between suns [A fantastic journey from planet to planet]"""
236,"Статья К.Э. Циолковского ""О земном шаре""","Article by K. E. Tsiolkovsky ""On the terrestrial globe"""
237,"Статья К.Э. Циолковского ""Звездный цикл""","Article by K. E. Tsiolkovsky ""The stellar cycle"""
238,"Статья К.Э. Циолковского ""Судьба планет. Образование и развитие солнечной системы""","Article by K. E. Tsiolkovsky ""The fate of the planets. The formation and development of the solar system"""
239,"Отрывок статьи К.Э. Циолковского ""Гипотеза о повторяемости звездных явлений""","Extract of an article by K. E. Tsiolkovsky ""Hypothesis on the recurrence of stellar phenomena"""
240,"Статья К.Э. Циолковского ""На Весте. [Условия жизни в иных мирах]""","Article by K. E. Tsiolkovsky ""On Vesta. [Conditions of life in other worlds]"""
241,"Статья К.Э. Циолковского ""Условия жизни в поясе астероидов [Жизнь в эфире]""","Article by K. E. Tsiolkovsky ""Conditions of life in the asteroid belt [Life in the ether]"""
242,"Статья К.Э. Циолковского ""Жизнь Солнца и его спектр""","Article by K. E. Tsiolkovsky ""The life of the Sun and its spectrum"""
243,"Статья К.Э. Циолковского ""Условия жизни во вселенной. [Программа Вселенной]""","Article by K. E. Tsiolkovsky ""Conditions of life in the universe. [Program of the Universe]"""
244,"Статья К.Э. Циолковского ""Сколько времени существует вселенная?""","Article by K. E. Tsiolkovsky ""How long has the universe existed?"""
245,"Статья К.Э. Циолковского ""Путешествие Земли и Солнца во вселенной""","Article by K. E. Tsiolkovsky ""The journey of the Earth and the Sun in the universe"""
246,"Статья К.Э. Циолковского ""Путешествие Земли и Солнца во вселенной""","Article by K. E. Tsiolkovsky ""The journey of the Earth and the Sun in the universe"""
247,"Статья К.Э. Циолковского ""Разум и звезды""","Article by K. E. Tsiolkovsky ""Reason and the stars"""
248,"Статья К.Э. Циолковского ""Разум и космос""","Article by K. E. Tsiolkovsky ""Reason and the cosmos"""
249,"Статья К.Э. Циолковского ""Распространение человека в космосе""","Article by K. E. Tsiolkovsky ""The spread of man in the cosmos"""
250,"Статья К.Э. Циолковского ""Земные катастрофы. [Мировые катастрофы]""","Article by K. E. Tsiolkovsky ""Terrestrial catastrophes. [World catastrophes]"""
251,"Фрагменты работы К.Э. Циолковского ""Образование Земли и солнечной системы"" [не окончена и без начала]","Fragments of the work by K. E. Tsiolkovsky ""The formation of the Earth and the solar system"" [not finished and without a beginning]"
252,"Статья К.Э. Циолковского ""К живому и мертвому. [Выписки из моих астрономических таблиц]""","Article by K. E. Tsiolkovsky ""To the living and the dead. [Excerpts from my astronomical tables]"""
253,"Статья К.Э. Циолковского ""Этапы промышленности в эфире или в поясе астероидов""","Article by K. E. Tsiolkovsky ""Stages of industry in the ether or in the asteroid belt"""
254,"Статья К.Э. Циолковского ""Условие жизни в иных мирах""","Article by K. E. Tsiolkovsky ""Condition of life in other worlds"""
255,"Статья К.Э. Циолковского ""Жизнь в космическом эфире. Введение и I глава""","Article by K. E. Tsiolkovsky ""Life in the cosmic ether. Introduction and chapter I"""
256,"Вычисления и формулы К.Э. Циолковского ""Моменты инерции""","Calculations and formulas by K. E. Tsiolkovsky ""Moments of inertia"""
257,"Формулы К.Э. Циолковского ""Образование солнечной системы. [Переписка важнейших формул]""","Formulas by K. E. Tsiolkovsky ""The formation of the solar system. [Rewriting of the most important formulas]"""
258,"Статья К.Э. Циолковского ""Условия жизни во вселенной""","Article by K. E. Tsiolkovsky ""Conditions of life in the universe"""
259,"Статья К.Э. Циолковского ""Астрономические единицы""","Article by K. E. Tsiolkovsky ""Astronomical units"""
260,"Статья К.Э. Циолковского ""Изменение массы Солнца""","Article by K. E. Tsiolkovsky ""The change of the mass of the Sun"""
261,"Отрывок статьи К.Э. Циолковского ""Органическая жизнь разлита по всему космосу""","Extract of an article by K. E. Tsiolkovsky ""Organic life is diffused throughout the whole cosmos"""
262,"Статья К.Э. Циолковского ""Образование Млечного пути, многократных солнц и планетных систем""","Article by K. E. Tsiolkovsky ""The formation of the Milky Way, multiple suns and planetary systems"""
263,"Статья К.Э. Циолковского ""Образование солнечных систем. [Конспект в доступном изложении]""","Article by K. E. Tsiolkovsky ""The formation of solar systems. [Summary in accessible form]"""
264,"Статья К.Э. Циолковского ""Картина вселенной""","Article by K. E. Tsiolkovsky ""Picture of the universe"""
265,"Статья К.Э. Циолковского ""Условия биологической жизни во вселенной и её высота""","Article by K. E. Tsiolkovsky ""Conditions of biological life in the universe and its extent"""
266,"Статья К.Э. Циолковского ""Периодичность и нисходящий порядок космоса. О соответствующих существах разной плотности [Гипотеза]""","Article by K. E. Tsiolkovsky ""Periodicity and the descending order of the cosmos. On corresponding beings of different density [Hypothesis]"""
267,"Статья К.Э. Циолковского ""Условия жизни в иных мирах""","Article by K. E. Tsiolkovsky ""Conditions of life in other worlds"""
268,"Статья К.Э. Циолковского ""Образование солнечных систем. [Дополнение к конспекту 1925 г.]""","Article by K. E. Tsiolkovsky ""Formation of solar systems. [Supplement to the 1925 summary]"""
269,"Отрывок К.Э. Циолковского ""Наиболее важные опечатки и ошибки в некоторых моих сочинениях [1925 г. ""Грезы о земле и небе""]""","Extract by K. E. Tsiolkovsky ""The most important misprints and errors in some of my works [1925, ""Dreams of Earth and Sky""]"""
270,"Статья К.Э. Циолковского ""Эфирный остров"". [2 редакции]","Article by K. E. Tsiolkovsky ""The Ethereal Island"". [2 editions]"
271,"Статья К.Э. Циолковского ""Жизнь в эфире""","Article by K. E. Tsiolkovsky ""Life in the ether"""
272,"Статья К.Э. Циолковского ""Образование солнечных систем"". [Выводы]","Article by K. E. Tsiolkovsky ""Formation of solar systems"". [Conclusions]"
273,"Статья К.Э. Циолковского ""Органический мир вселенной""","Article by K. E. Tsiolkovsky ""The organic world of the universe"""
274,"Статья К.Э. Циолковского ""Сколько планет во вселенной""","Article by K. E. Tsiolkovsky ""How many planets are there in the universe"""
275,"Статья К.Э. Циолковского ""Температура планет""","Article by K. E. Tsiolkovsky ""The temperature of the planets"""
276,"Статья К.Э. Циолковского ""Наше Солнце""","Article by K. E. Tsiolkovsky ""Our Sun"""
277,"Статья К.Э. Циолковского ""Наша планетная система""","Article by K. E. Tsiolkovsky ""Our planetary system"""
278,"Статья К.Э. Циолковского ""Как образуются солнечные системы""","Article by K. E. Tsiolkovsky ""How solar systems are formed"""
279,"Статья К.Э. Циолковского ""Как узнают расстояние и величину недоступных предметов""","Article by K. E. Tsiolkovsky ""How the distance and size of inaccessible objects are determined"""
280,"Статья К.Э. Циолковского ""Из каких веществ составлены небесные тела""","Article by K. E. Tsiolkovsky ""Of what substances the celestial bodies are composed"""
281,"Статья К.Э. Циолковского ""Когда потухнет Солнце?"". [""Небесные огни""]","Article by K. E. Tsiolkovsky ""When will the Sun go out?"". [""Celestial fires""]"
282,"Статья К.Э. Циолковского ""Два заблуждения""","Article by K. E. Tsiolkovsky ""Two errors"""
283,"Статья К.Э. Циолковского ""Энергия солнечного лучеиспускания""","Article by K. E. Tsiolkovsky ""The energy of solar radiation"""
284,"Отрывок статьи К.Э. Циолковского ""Притяжение разных родов, энергия, сложность, скорость и упругость""","Extract of an article by K. E. Tsiolkovsky ""Attraction of different kinds, energy, complexity, speed and elasticity"""
285,"Статья К.Э. Циолковского ""[Устройство жилищ вне Земли]"" [3 варианта]","Article by K. E. Tsiolkovsky ""[Arrangement of dwellings outside the Earth]"" [3 variants]"
286,"Статья К.Э. Циолковского ""Космические путешествия""","Article by K. E. Tsiolkovsky ""Cosmic travels"""
287,"Статья К.Э. Циолковского ""Образование двойных звезд"". Рукописный экземпляр статьи на французском языке","Article by K. E. Tsiolkovsky ""Formation of double stars"". Handwritten copy of the article in French"
288,"Статья К.Э. Циолковского ""Момент вращательного движения""","Article by K. E. Tsiolkovsky ""Moment of rotational motion"""
289,"Текст лекции К.Э. Циолковского ""Космос""","Text of a lecture by K. E. Tsiolkovsky ""Cosmos"""
290,"Отрывок К.Э. Циолковского ""Общее заключение о космосе""","Extract by K. E. Tsiolkovsky ""General conclusion about the cosmos"""
291,"Статья К.Э. Циолковского ""Закон притяжения""","Article by K. E. Tsiolkovsky ""The law of attraction"""
292,"Отрывок статьи К.Э. Циолковского ""При других солнцах также имеются планеты""","Extract of an article by K. E. Tsiolkovsky ""There are also planets around other suns"""
293,"Текст объявления К.Э. Циолковского в газету о болиде, виденном в Московской области 14 мая 1934 г",Text of an announcement by K. E. Tsiolkovsky to a newspaper about a bolide seen in Moscow Region on 14 May 1934
294,"Статья К.Э. Циолковского ""О болиде 14 мая 1934 г., виденном в Московской области""","Article by K. E. Tsiolkovsky ""On the bolide of 14 May 1934, seen in Moscow Region"""
295,"Таблица космических расстояний К.Э. Циолковского ""Бесконечность""","Table of cosmic distances by K. E. Tsiolkovsky ""Infinity"""
296,Фрагменты работ К.Э. Циолковского по астрономии,Fragments of works by K. E. Tsiolkovsky on astronomy
297,"Статья К.Э. Циолковского ""Механика подобно изменяющегося организма"" [не окончена]","Article by K. E. Tsiolkovsky ""Mechanics of a similarly changing organism"" [not finished]"
298,"Статья К.Э. Циолковского ""Образование разных видов живых существ"" [не окончена]","Article by K. E. Tsiolkovsky ""Formation of different kinds of living beings"" [not finished]"
299,"Статья К.Э. Циолковского ""Влияние роста существ на их жизнь и свойства""","Article by K. E. Tsiolkovsky ""The influence of the growth of beings on their life and properties"""
300,"Статья К.Э. Циолковского ""Механика в биологии"" [Происхождение живого до человека]","Article by K. E. Tsiolkovsky ""Mechanics in biology"" [The origin of living things before man]"
301,"Статья К.Э. Циолковского ""Происхождение и развитие жизни на Земле"" [не окончена]","Article by K. E. Tsiolkovsky ""The origin and development of life on Earth"" [not finished]"
302,"Черновые наброски плана К.Э. Циолковского ""Подобие организмов и уклонение от него"" и содержание статьи, таблицы и формулы","Draft sketches of a plan by K. E. Tsiolkovsky ""The similarity of organisms and deviation from it"" and the contents of the article, tables and formulas"
303,"Очерк К.Э. Циолковского ""Начало растений на земном шаре и их развитие""","Essay by K. E. Tsiolkovsky ""The beginning of plants on the globe and their development"""
304,"Статья К.Э. Циолковского ""Механика в биологии. Подобие организмов и уклонение от него""","Article by K. E. Tsiolkovsky ""Mechanics in biology. The similarity of organisms and deviation from it"""
305,"Статья К.Э. Циолковского ""Механика в биологии. Подобие организмов и уклонение от него""","Article by K. E. Tsiolkovsky ""Mechanics in biology. The similarity of organisms and deviation from it"""
306,"Статья К.Э. Циолковского ""Эволюция животных [заимствовано у разных авторов]""","Article by K. E. Tsiolkovsky ""Evolution of Animals [borrowed from various authors]"""
307,"Статья К.Э. Циолковского ""Происхождение живого"" [не закончена]","Article by K. E. Tsiolkovsky ""The Origin of the Living"" [unfinished]"
308,"Статья К.Э. Циолковского ""Влияние разной тяжести на жизнь""","Article by K. E. Tsiolkovsky ""The Influence of Different Gravity on Life"""
309,"Статья К.Э. Циолковского ""Развитие органов размножения и их филогенетическая последовательность""","Article by K. E. Tsiolkovsky ""The Development of Reproductive Organs and Their Phylogenetic Sequence"""
310,"Заметка К.Э. Циолковского ""[О приоритете К.Э. Циолковского в методе получения высоких температур с помощью солнечных лучей]""","Note by K. E. Tsiolkovsky ""[On K. E. Tsiolkovsky's priority in the method of obtaining high temperatures by means of solar rays]"""
311,"Статья К.Э. Циолковского ""Механизм высших животных и их чувства"" [не окончена]","Article by K. E. Tsiolkovsky ""The Mechanism of Higher Animals and Their Senses"" [unfinished]"
312,"Статья К.Э. Циолковского ""Биология и человек""","Article by K. E. Tsiolkovsky ""Biology and Man"""
313,"Статья К.Э. Циолковского ""Обратимость биологических явлений""","Article by K. E. Tsiolkovsky ""The Reversibility of Biological Phenomena"""
314,"Выписки К.Э. Циолковского ""Химические формулы из Менделеева""","Extracts by K. E. Tsiolkovsky ""Chemical Formulas from Mendeleev"""
315,"Описание конструкции К.Э. Циолковского ""Лодка"" и испытание лодки, изобретенной К.Э. Циолковским","Description of the construction by K. E. Tsiolkovsky ""The Boat"" and testing of the boat invented by K. E. Tsiolkovsky"
316,"Статья К.Э. Циолковского ""Второе начало термодинамики""","Article by K. E. Tsiolkovsky ""The Second Law of Thermodynamics"""
317,"Статья К.Э. Циолковского ""Вещество, строение и жизнь Земли""","Article by K. E. Tsiolkovsky ""Matter, the Structure and Life of the Earth"""
318,"Ответ К.Э. Циолковского ""К моей кинетической теории света"" на возражение Н.А. Морозова по поводу статьи К.Э. Циолковского ""Кинетическая теория света""","Reply by K. E. Tsiolkovsky ""On My Kinetic Theory of Light"" to N. A. Morozov's objection concerning K. E. Tsiolkovsky's article ""The Kinetic Theory of Light"""
319,"Фрагменты статей К.Э. Циолковского ""Общечеловеческая азбука"" по общечеловеческой азбуке","Fragments of articles by K. E. Tsiolkovsky ""Universal Alphabet"" on the universal alphabet"
320,"Отрывок статьи К.Э. Циолковского ""Картина Земли и её частей""","Extract of the article by K. E. Tsiolkovsky ""The Picture of the Earth and Its Parts"""
321,"Таблицы К.Э. Циолковского ""Техника"" [""Паровые турбины"". ""Мельницы ветряные"".]","Tables by K. E. Tsiolkovsky ""Technology"" [""Steam Turbines"". ""Windmills.""]"
322,"Статья К.Э. Циолковского ""Из прошлого Земли""","Article by K. E. Tsiolkovsky ""From the Earth's Past"""
323,"Статья К.Э. Циолковского ""Наносы Земли""","Article by K. E. Tsiolkovsky ""Deposits of the Earth"""
324,"Статья К.Э. Циолковского ""Сельскохозяйственные работы и потребные моторы""","Article by K. E. Tsiolkovsky ""Agricultural Work and the Motors Required"""
325,Записи опытов К.Э. Циолковского [Нагревание воды с помощью солнечной энергии],Records of experiments by K. E. Tsiolkovsky [Heating water by means of solar energy]
326,"Статья К.Э. Циолковского ""Гипотеза Бора и строение атома""","Article by K. E. Tsiolkovsky ""Bohr's Hypothesis and the Structure of the Atom"""
327,"Статья К.Э. Циолковского ""Солнечная энергия и её применение. Энергия солнечного лучеиспускания. [Статья 1]""","Article by K. E. Tsiolkovsky ""Solar Energy and Its Application. The Energy of Solar Radiation. [Article 1]"""
328,"Статья К.Э. Циолковского ""Значение основных наук о веществе""","Article by K. E. Tsiolkovsky ""The Significance of the Basic Sciences of Matter"""
329,"Статья К.Э. Циолковского ""Образование Земли: суши, атмосферы растений и животных. [Земля и её наносы. 2-я переделка]""","Article by K. E. Tsiolkovsky ""The Formation of the Earth: Land, Atmosphere, Plants and Animals. [The Earth and Its Deposits. 2nd Reworking]"""
330,"Статья К.Э. Циолковского ""Солнечная энергия и её применение. Устройство жилищ в сухих и жарких пустынях [Статья 3]""","Article by K. E. Tsiolkovsky ""Solar Energy and Its Application. The Arrangement of Dwellings in Dry and Hot Deserts [Article 3]"""
331,"Статья К.Э. Циолковского ""Солнечная энергия и её применение. Простой солнечный нагреватель и его применение к двигателю, кухне и др. целям. [Статья 4]"". Две редакции","Article by K. E. Tsiolkovsky ""Solar Energy and Its Application. A Simple Solar Heater and Its Application to an Engine, a Stove, etc. [Article 4]"". Two versions"
332,"Статья К.Э. Циолковского ""Солнечная энергия и её применение. Вода в безводных и безоблачных пустынях. [Статья 2]""","Article by K. E. Tsiolkovsky ""Solar Energy and Its Application. Water in Waterless and Cloudless Deserts. [Article 2]"""
333,"Статья К.Э. Циолковского ""Земля. Часть 1. Прошедшее земли""","Article by K. E. Tsiolkovsky ""The Earth. Part 1. The Earth's Past"""
334,"Статья К.Э. Циолковского ""Земля. Часть 3. Будущее Земли [человека]""","Article by K. E. Tsiolkovsky ""The Earth. Part 3. The Future of the Earth [of Man]"""
335,"Таблицы К.Э. Циолковского ""Земля. Выписки и выводы""","Tables by K. E. Tsiolkovsky ""The Earth. Extracts and Conclusions"""
336,"Статья К.Э. Циолковского ""Земля. Часть 2. Современное состояние Земли""","Article by K. E. Tsiolkovsky ""The Earth. Part 2. The Present State of the Earth"""
337,"Фрагменты статьи К.Э. Циолковского ""Примеры применения моего алфавита к языкам: русскому, немецкому, французскому и английскому [при употреблении 27 фигур]""","Fragments of the article by K. E. Tsiolkovsky ""Examples of the Application of My Alphabet to Languages: Russian, German, French and English [Using 27 Figures]"""
338,"Статья К.Э. Циолковского ""Обратимость физических явлений""","Article by K. E. Tsiolkovsky ""The Reversibility of Physical Phenomena"""
339,"Статья К.Э. Циолковского ""Обратимость явлений""","Article by K. E. Tsiolkovsky ""The Reversibility of Phenomena"""
340,"Набросок статьи К.Э. Циолковского ""Одноатомный водород""","Sketch of the article by K. E. Tsiolkovsky ""Monatomic Hydrogen"""
341,"Статья К.Э. Циолковского ""Обратимость химических явлений"" [не окончена]","Article by K. E. Tsiolkovsky ""The Reversibility of Chemical Phenomena"" [unfinished]"
342,"Статья К.Э. Циолковского ""Земля и её энергия"" [2 редакции]","Article by K. E. Tsiolkovsky ""The Earth and Its Energy"" [2 versions]"
343,"Статья К.Э. Циолковского ""Свойства вещества""","Article by K. E. Tsiolkovsky ""The Properties of Matter"""
344,"Статья К.Э. Циолковского ""Упругость твердых тел"". Фотокопия","Article by K. E. Tsiolkovsky ""The Elasticity of Solid Bodies"". Photocopy"
345,"Описание конструкции К.Э. Циолковского ""Слуховая труба"" и рисунок слуховой трубы","Description of the construction by K. E. Tsiolkovsky ""The Ear Trumpet"" and drawing of the ear trumpet"
346,"Статья К.Э. Циолковского ""Дирижабль и реактивный прибор против земных катастроф""","Article by K. E. Tsiolkovsky ""The Dirigible and the Reactive Device against Earthly Catastrophes"""
347,"Статья К.Э. Циолковского ""Возможен ли вечный двигатель?""","Article by K. E. Tsiolkovsky ""Is a Perpetual Motion Machine Possible?"""
348,"Статья К.Э. Циолковского ""Батарейная воздуходувка для домн""","Article by K. E. Tsiolkovsky ""Battery Air Blower for Blast Furnaces"""
349,"Статья К.Э. Циолковского ""Дальнобойные орудия""","Article by K. E. Tsiolkovsky ""Long-Range Guns"""
350,"Статья К.Э. Циолковского ""Беседы о Земле. Пояснения""","Article by K. E. Tsiolkovsky ""Conversations about the Earth. Explanations"""
351,"Статья К.Э. Циолковского ""Земная энергия""","Article by K. E. Tsiolkovsky ""Earthly Energy"""
352,"Статья К.Э. Циолковского ""Отчего усложняется или упрощается материя""","Article by K. E. Tsiolkovsky ""Why Matter Becomes More Complex or Simpler"""
353,"Статья К.Э. Циолковского ""Вещество""","Article by K. E. Tsiolkovsky ""Substance"""
354,"Статья К.Э. Циолковского ""Невидимые частицы вещества""","Article by K. E. Tsiolkovsky ""Invisible Particles of Matter"""
355,"Статья К.Э. Циолковского ""Основные физические гипотезы""","Article by K. E. Tsiolkovsky ""Basic Physical Hypotheses"""
356,"Статья К.Э. Циолковского ""Простой охладитель комнатного воздуха для жаркого времени года""","Article by K. E. Tsiolkovsky ""A Simple Room Air Cooler for the Hot Season"""
357,"Статья К.Э. Циолковского ""Освоение жарких пустынь""","Article by K. E. Tsiolkovsky ""The Development of Hot Deserts"""
358,"Статья К.Э. Циолковского ""Общие условия транспорта""","Article by K. E. Tsiolkovsky ""General Conditions of Transport"""
359,"Статья К.Э. Циолковского ""Волнолом и извлечение энергии из морских волн""","Article by K. E. Tsiolkovsky ""Breakwater and the Extraction of Energy from Sea Waves"""
360,"Фрагменты статьи К.Э. Циолковского ""Общеевропейская азбука""","Fragments of the article by K. E. Tsiolkovsky ""The Pan-European Alphabet"""
361,"Статья К.Э. Циолковского ""Энергия вообще""","Article by K. E. Tsiolkovsky ""Energy in General"""
362,"Статья К.Э. Циолковского ""Рельсовый автопоезд""","Article by K. E. Tsiolkovsky ""Rail Road Train"""
363,"Статья К.Э. Циолковского ""Наибольшая глубина погружения океанской батисферы""","Article by K. E. Tsiolkovsky ""The Maximum Depth of Submersion of an Oceanic Bathysphere"""
