path,hand,pitch_peak,pitch_agree,ink_cv,gap_cv,height_cv,bands
data/opis_1/delo_0087/029.jpg,1,0.753,1.0,1.731,1.448,1.29,8
data/opis_1/delo_0087/030.jpg,1,0.86,1.0,2.978,1.045,1.193,6
data/opis_1/delo_0087/031.jpg,1,0.786,1.0,2.194,1.289,1.224,6
data/opis_1/delo_0087/032.jpg,1,0.843,1.0,2.547,1.364,1.179,7
data/opis_1/delo_0087/033.jpg,1,0.665,1.0,1.374,2.121,1.39,10
data/opis_1/delo_0087/034.jpg,1,0.817,1.0,1.823,1.762,0.941,5
data/opis_1/delo_0087/035.jpg,1,0.695,1.0,1.442,1.454,2.25,14
data/opis_1/delo_0087/036.jpg,1,0.647,1.0,1.076,1.319,1.785,15
data/opis_1/delo_0074/000.jpg,0,0.628,0.42,0.875,1.552,0.562,22
data/opis_1/delo_0074/001.jpg,0,0.474,0.643,0.389,2.284,0.328,30
data/opis_1/delo_0074/002.jpg,1,0.627,0.383,1.502,2.213,2.402,19
data/opis_1/delo_0074/003.jpg,0,0.419,0.604,0.335,1.047,0.321,29
data/opis_1/delo_0074/004.jpg,1,0.458,0.451,1.212,1.585,0.88,45
data/opis_1/delo_0074/005.jpg,0,0.402,0.499,0.339,1.023,0.315,29
data/opis_1/delo_0074/006.jpg,1,0.436,0.413,0.963,1.673,0.973,54
data/opis_1/delo_0074/007.jpg,0,0.417,0.699,0.372,1.075,0.259,31
data/opis_1/delo_0074/008.jpg,1,0.436,0.473,1.024,1.613,0.863,55
data/opis_1/delo_0074/009.jpg,0,0.411,0.776,0.354,1.029,0.036,28
data/opis_1/delo_0074/010.jpg,1,0.429,0.378,1.126,1.607,0.847,46
data/opis_1/delo_0074/011.jpg,0,0.466,0.854,0.36,1.169,0.113,29
data/opis_1/delo_0074/012.jpg,1,0.45,0.262,1.215,1.784,0.803,43
data/opis_1/delo_0074/013.jpg,1,0.473,0.568,0.581,1.142,0.456,40
data/opis_1/delo_0074/014.jpg,1,0.495,0.261,1.273,1.599,0.784,50
data/opis_1/delo_0074/015.jpg,0,0.435,0.784,0.396,0.998,0.105,29
data/opis_1/delo_0074/016.jpg,1,0.441,0.311,1.128,1.512,0.785,47
data/opis_1/delo_0074/017.jpg,0,0.488,0.663,0.402,1.294,0.245,27
data/opis_1/delo_0074/018.jpg,1,0.423,0.305,1.094,1.827,0.865,46
data/opis_1/delo_0074/019.jpg,0,0.404,0.303,0.35,1.027,0.077,29
data/opis_1/delo_0074/020.jpg,1,0.443,0.235,1.051,1.561,0.927,53
data/opis_1/delo_0074/021.jpg,0,0.388,0.315,0.383,1.054,0.108,28
data/opis_1/delo_0074/022.jpg,1,0.417,0.414,1.11,1.752,0.799,47
data/opis_1/delo_0074/023.jpg,0,0.563,1.0,0.39,1.003,0.046,29
data/opis_1/delo_0074/024.jpg,1,0.466,0.362,1.481,1.435,0.877,43
data/opis_1/delo_0074/025.jpg,0,0.455,0.453,0.316,1.179,0.375,30
data/opis_1/delo_0074/026.jpg,1,0.451,0.449,1.094,1.215,0.729,47
data/opis_1/delo_0074/027.jpg,0,0.468,0.189,0.318,1.016,0.315,16
data/opis_1/delo_0074/028.jpg,1,0.529,0.404,1.561,1.65,0.752,45
data/opis_1/delo_0074/029.jpg,0,0.51,0.58,0.362,2.235,0.329,29
data/opis_1/delo_0074/030.jpg,1,0.449,0.394,1.094,1.698,0.935,50
data/opis_1/delo_0074/031.jpg,0,0.471,0.49,0.252,0.986,0.242,28
data/opis_1/delo_0074/032.jpg,1,0.434,0.311,1.076,1.565,0.919,46
data/opis_1/delo_0074/033.jpg,0,0.424,0.209,0.213,1.071,0.352,29
data/opis_1/delo_0074/034.jpg,1,0.441,0.447,1.202,1.546,0.725,50
data/opis_1/delo_0074/035.jpg,0,0.429,0.4,0.236,1.026,0.233,31
data/opis_1/delo_0074/036.jpg,1,0.453,0.464,1.132,1.621,1.045,56
data/opis_1/delo_0074/037.jpg,0,0.425,0.33,0.238,1.023,0.085,28
data/opis_1/delo_0074/038.jpg,1,0.429,0.411,1.082,1.727,0.855,51
data/opis_1/delo_0074/039.jpg,0,0.477,0.722,0.217,0.969,0.124,29
data/opis_1/delo_0074/040.jpg,1,0.431,0.201,1.15,1.827,0.884,50
data/opis_1/delo_0074/041.jpg,0,0.488,0.497,0.239,0.96,0.372,33
data/opis_1/delo_0074/042.jpg,1,0.428,0.296,1.152,1.724,0.823,46
data/opis_1/delo_0074/043.jpg,1,0.786,0.808,2.413,1.422,1.511,4
data/opis_1/delo_0074/044.jpg,1,0.478,0.451,1.299,1.532,1.016,51
data/opis_1/delo_0074/046.jpg,1,0.438,0.464,0.2,0.931,0.093,29
data/opis_1/delo_0074/047.jpg,1,0.452,0.391,1.39,1.52,0.936,46
data/opis_1/delo_0074/048.jpg,0,0.551,0.536,0.259,0.981,0.208,27
data/opis_1/delo_0074/049.jpg,1,0.402,0.368,1.082,1.705,0.955,46
data/opis_1/delo_0074/050.jpg,0,0.425,0.181,0.244,0.945,0.102,29
data/opis_1/delo_0074/051.jpg,1,0.426,0.352,1.238,1.756,0.855,47
data/opis_1/delo_0074/052.jpg,0,0.415,0.285,0.241,0.959,0.08,28
data/opis_1/delo_0074/053.jpg,1,0.433,0.186,1.187,1.727,0.804,40
data/opis_1/delo_0074/054.jpg,0,0.41,0.127,0.182,0.935,0.141,30
data/opis_1/delo_0074/055.jpg,1,0.442,0.426,1.359,1.634,0.828,43
data/opis_1/delo_0074/056.jpg,0,0.456,0.61,0.272,1.133,0.349,29
data/opis_1/delo_0074/057.jpg,1,0.463,0.293,1.176,1.432,0.819,43
data/opis_1/delo_0074/058.jpg,0,0.482,0.281,0.26,0.975,0.241,15
data/opis_1/delo_0074/059.jpg,1,0.518,0.431,1.299,1.565,1.262,43
data/opis_1/delo_0074/061.jpg,1,0.518,0.8,1.803,1.354,2.814,22
data/opis_1/delo_0074/062.jpg,0,0.38,0.386,1.517,0.858,2.056,17
data/opis_1/delo_0074/063.jpg,1,0.485,0.354,1.553,1.588,1.372,36
data/opis_1/delo_0074/064.jpg,0,0.516,0.63,2.16,1.332,1.686,15
data/opis_1/delo_0074/065.jpg,1,0.791,0.893,2.654,2.466,1.139,13
data/opis_1/delo_0074/066.jpg,1,0.467,0.463,1.263,1.473,1.059,47
data/opis_1/delo_0074/067.jpg,1,0.467,0.753,1.667,1.139,2.514,9
data/opis_1/delo_0074/068.jpg,0,0.549,0.253,0.403,1.45,0.344,30
data/opis_1/delo_0074/069.jpg,1,0.469,0.377,1.436,1.485,0.763,40
data/opis_1/delo_0074/070.jpg,0,0.501,0.171,0.309,1.069,0.235,27
data/opis_1/delo_0074/071.jpg,1,0.421,0.361,1.076,1.679,0.873,47
data/opis_1/delo_0074/072.jpg,0,0.485,0.097,0.308,1.036,0.27,28
data/opis_1/delo_0074/073.jpg,1,0.485,0.413,1.15,1.725,1.288,35
data/opis_1/delo_0074/074.jpg,0,0.458,0.149,0.369,1.051,0.255,31
data/opis_1/delo_0074/075.jpg,1,0.482,0.431,1.412,1.52,0.954,40
data/opis_1/delo_0074/076.jpg,0,0.484,0.106,0.413,1.125,0.089,28
data/opis_1/delo_0074/077.jpg,1,0.474,0.413,1.291,1.547,0.838,43
data/opis_1/delo_0074/078.jpg,0,0.465,0.233,0.426,1.047,0.214,31
data/opis_1/delo_0074/079.jpg,1,0.452,0.371,1.38,1.69,0.826,41
data/opis_1/delo_0074/080.jpg,0,0.507,0.385,0.391,1.183,0.421,30
data/opis_1/delo_0074/081.jpg,1,0.526,0.293,1.405,1.563,0.806,36
data/opis_1/delo_0074/082.jpg,0,0.436,0.399,0.342,1.001,0.068,29
data/opis_1/delo_0074/083.jpg,1,0.532,0.097,1.568,1.749,0.813,36
data/opis_1/delo_0074/084.jpg,0,0.493,0.451,0.343,1.275,0.142,27
data/opis_1/delo_0074/085.jpg,1,0.465,0.299,1.145,1.526,0.977,42
data/opis_1/delo_0074/086.jpg,0,0.5,0.174,0.401,1.095,0.162,30
data/opis_1/delo_0074/087.jpg,1,0.502,0.426,1.181,1.644,0.826,38
data/opis_1/delo_0074/088.jpg,0,0.46,0.082,0.444,1.092,0.253,30
data/opis_1/delo_0074/089.jpg,1,0.484,0.441,1.201,1.548,0.937,40
data/opis_1/delo_0074/090.jpg,0,0.588,1.0,0.435,1.012,0.05,29
data/opis_1/delo_0074/091.jpg,1,0.543,0.362,1.53,1.87,0.918,42
data/opis_1/delo_0074/092.jpg,0,0.544,0.117,0.388,1.083,0.26,27
data/opis_1/delo_0074/093.jpg,1,0.516,0.399,1.347,1.783,1.123,42
data/opis_1/delo_0074/094.jpg,0,0.514,0.078,0.252,1.104,0.244,15
data/opis_1/delo_0074/095.jpg,1,0.481,0.335,1.301,1.567,1.009,46
data/opis_1/delo_0074/096.jpg,0,0.567,0.924,1.799,1.59,2.538,18
data/opis_1/delo_0074/098.jpg,0,0.541,0.74,0.586,1.142,0.309,50
data/opis_1/delo_0074/099.jpg,0,0.604,0.199,0.591,2.054,0.484,65
data/opis_1/delo_0074/100.jpg,0,0.694,0.108,0.717,0.841,0.439,4
data/opis_1/delo_0074/101.jpg,0,0.46,0.658,0.537,1.246,0.162,32
data/opis_1/delo_0074/102.jpg,0,0.421,0.741,0.602,1.272,0.309,33
data/opis_1/delo_0074/104.jpg,0,0.61,1.0,0.617,1.22,0.035,29
data/opis_1/delo_0074/105.jpg,0,0.633,1.0,0.572,1.21,0.034,25
data/opis_1/delo_0074/106.jpg,0,0.674,-0.332,0.619,1.14,0.246,29
data/opis_1/delo_0074/107.jpg,0,0.57,0.416,0.536,1.251,0.029,32
data/opis_1/delo_0074/108.jpg,0,0.578,1.0,0.541,1.093,0.148,31
data/opis_1/delo_0074/109.jpg,0,0.595,0.286,0.546,1.154,0.047,32
data/opis_1/delo_0074/110.jpg,0,0.639,1.0,0.527,1.163,0.057,9
data/opis_1/delo_0040/000.jpg,1,0.523,0.898,1.814,1.048,1.666,8
data/opis_1/delo_0040/001.jpg,1,0.671,1.0,1.897,1.07,1.796,11
data/opis_1/delo_0040/002.jpg,1,0.654,1.0,0.962,1.707,1.402,13
data/opis_1/delo_0040/003.jpg,1,0.84,1.0,2.293,1.474,1.381,18
data/opis_1/delo_0040/004.jpg,1,0.627,1.0,1.436,1.593,1.658,18
data/opis_1/delo_0040/005.jpg,1,0.516,1.0,1.524,1.55,1.427,21
data/opis_1/delo_0040/006.jpg,1,0.639,1.0,1.693,1.365,1.361,9
data/opis_1/delo_0040/007.jpg,1,0.717,1.0,1.667,1.209,1.503,8
data/opis_1/delo_0040/008.jpg,1,0.828,1.0,1.702,1.305,1.255,8
data/opis_1/delo_0040/009.jpg,1,0.556,0.736,1.093,1.284,1.851,11
data/opis_1/delo_0040/010.jpg,1,0.326,0.564,0.928,1.596,1.819,17
data/opis_1/delo_0040/011.jpg,1,0.654,1.0,1.755,1.086,1.474,7
data/opis_1/delo_0040/012.jpg,1,0.611,0.489,1.939,0.944,2.362,15
data/opis_1/delo_0040/013.jpg,1,0.731,1.0,1.53,1.125,1.179,4
data/opis_1/delo_0040/014.jpg,1,0.707,1.0,2.602,1.494,1.982,11
data/opis_1/delo_0040/015.jpg,1,0.877,1.0,1.798,1.321,1.199,7
data/opis_1/delo_0040/016.jpg,1,0.845,1.0,2.048,1.122,1.195,6
data/opis_1/delo_0040/017.jpg,1,0.754,1.0,1.497,1.264,1.102,5
data/opis_1/delo_0040/018.jpg,1,0.772,1.0,2.316,1.399,1.718,28
data/opis_1/delo_0050/000.jpg,1,0.473,0.766,1.565,0.923,1.853,23
data/opis_1/delo_0050/001.jpg,1,0.601,0.685,1.176,1.418,1.644,26
data/opis_1/delo_0050/002.jpg,0,0.749,1.0,1.304,1.418,1.483,24
data/opis_1/delo_0050/003.jpg,1,0.618,0.459,1.146,1.766,0.501,23
data/opis_1/delo_0050/004.jpg,1,0.599,1.0,1.136,1.253,1.145,22
data/opis_1/delo_0050/005.jpg,0,0.678,1.0,1.383,1.629,2.212,21
data/opis_1/delo_0050/006.jpg,1,0.737,1.0,1.237,1.182,1.964,24
data/opis_1/delo_0050/007.jpg,1,0.812,1.0,1.277,1.372,1.243,19
data/opis_1/delo_0050/008.jpg,0,0.779,1.0,1.762,1.254,1.947,16
data/opis_1/delo_0050/009.jpg,1,0.817,1.0,1.608,1.783,1.491,14
data/opis_1/delo_0050/010.jpg,1,0.721,1.0,1.014,1.089,1.962,18
data/opis_1/delo_0050/011.jpg,0,0.617,1.0,1.026,1.185,1.452,24
data/opis_1/delo_0050/012.jpg,1,0.67,1.0,1.17,1.393,2.001,19
data/opis_1/delo_0050/013.jpg,1,0.749,1.0,1.387,1.651,1.901,16
data/opis_1/delo_0050/014.jpg,0,0.806,1.0,1.228,1.608,1.722,18
data/opis_1/delo_0050/015.jpg,0,0.6,1.0,1.1,1.224,1.553,27
data/opis_1/delo_0050/016.jpg,0,0.699,1.0,0.984,1.219,2.024,19
data/opis_1/delo_0050/017.jpg,1,0.753,1.0,1.411,1.487,1.629,15
data/opis_1/delo_0050/018.jpg,0,0.802,1.0,1.36,1.168,1.508,21
data/opis_1/delo_0050/019.jpg,1,0.722,1.0,1.173,1.178,1.146,29
data/opis_1/delo_0050/020.jpg,1,0.743,0.566,1.223,1.485,1.912,11
data/opis_1/delo_0050/021.jpg,1,0.82,1.0,1.834,1.321,1.372,8
data/opis_1/delo_0050/022.jpg,1,0.57,0.924,1.368,1.532,1.309,9
data/opis_1/delo_0050/023.jpg,1,0.61,1.0,1.151,1.477,1.781,19
data/opis_1/delo_0050/024.jpg,1,0.731,1.0,1.188,1.377,2.164,16
data/opis_1/delo_0050/025.jpg,0,0.599,1.0,1.082,1.347,1.21,25
data/opis_1/delo_0050/026.jpg,1,0.659,1.0,1.151,1.334,1.275,22
data/opis_1/delo_0050/027.jpg,0,0.746,1.0,1.24,1.279,1.39,14
data/opis_1/delo_0050/028.jpg,0,0.768,1.0,1.371,1.319,1.317,14
data/opis_1/delo_0050/029.jpg,1,0.711,0.863,1.289,1.77,1.79,11
data/opis_1/delo_0050/030.jpg,1,0.741,1.0,1.438,1.443,1.254,18
data/opis_1/delo_0050/031.jpg,1,0.673,1.0,1.144,1.285,0.959,28
data/opis_1/delo_0050/032.jpg,1,0.692,1.0,0.96,1.284,1.173,25
data/opis_1/delo_0050/033.jpg,1,0.71,1.0,1.086,1.364,1.206,24
data/opis_1/delo_0050/034.jpg,1,0.717,1.0,1.345,1.475,2.102,19
data/opis_1/delo_0050/035.jpg,1,0.61,1.0,0.991,1.139,1.986,26
data/opis_1/delo_0050/036.jpg,1,0.618,0.909,1.149,1.338,1.202,28
data/opis_1/delo_0050/037.jpg,1,0.557,0.772,1.047,1.501,2.433,16
data/opis_1/delo_0050/038.jpg,1,0.785,1.0,1.901,1.582,1.482,12
data/opis_1/delo_0050/039.jpg,0,0.637,1.0,1.181,1.354,2.056,17
data/opis_1/delo_0050/040.jpg,1,0.733,1.0,0.871,1.326,1.355,14
data/opis_1/delo_0050/041.jpg,1,0.684,1.0,1.32,1.251,2.308,13
data/opis_1/delo_0050/042.jpg,0,0.685,1.0,1.055,1.156,1.79,23
data/opis_1/delo_0050/043.jpg,0,0.726,1.0,1.037,1.214,1.926,20
data/opis_1/delo_0050/044.jpg,1,0.646,1.0,1.194,1.224,1.704,21
data/opis_1/delo_0050/045.jpg,1,0.664,1.0,1.239,1.006,1.91,13
data/opis_1/delo_0050/046.jpg,0,0.66,1.0,1.144,1.104,1.745,17
data/opis_1/delo_0050/047.jpg,1,0.742,0.827,1.187,1.33,1.834,16
data/opis_1/delo_0050/048.jpg,1,0.737,0.879,1.412,1.203,1.534,15
data/opis_1/delo_0050/049.jpg,1,0.73,1.0,1.648,1.653,2.33,16
data/opis_1/delo_0050/050.jpg,1,0.729,1.0,1.919,1.505,1.766,16
data/opis_1/delo_0050/051.jpg,0,0.731,1.0,1.026,1.235,1.614,28
data/opis_1/delo_0050/052.jpg,1,0.748,1.0,1.113,1.237,1.156,20
data/opis_1/delo_0050/053.jpg,1,0.661,1.0,1.285,1.406,2.365,17
data/opis_1/delo_0050/054.jpg,1,0.702,1.0,1.279,1.067,1.663,17
data/opis_1/delo_0050/055.jpg,0,0.688,0.835,0.98,1.297,2.061,25
data/opis_1/delo_0050/056.jpg,0,0.705,1.0,1.112,1.313,1.387,20
data/opis_1/delo_0050/057.jpg,1,0.653,0.883,1.195,1.439,1.878,16
data/opis_1/delo_0050/058.jpg,1,0.728,1.0,1.33,1.208,1.784,15
data/opis_1/delo_0050/059.jpg,0,0.707,1.0,0.986,1.245,2.539,18
data/opis_1/delo_0050/060.jpg,1,0.745,1.0,1.258,1.531,2.083,13
data/opis_1/delo_0050/061.jpg,1,0.706,1.0,1.158,1.34,1.665,21
data/opis_1/delo_0050/062.jpg,1,0.815,1.0,1.453,1.337,1.795,9
data/opis_1/delo_0050/064.jpg,1,0.689,1.0,1.11,1.632,0.531,24
data/opis_1/delo_0050/065.jpg,1,0.661,1.0,1.26,1.338,0.804,7
data/opis_1/delo_0050/066.jpg,0,0.718,1.0,1.148,2.049,0.6,43
data/opis_1/delo_0050/067.jpg,0,0.747,1.0,1.097,1.262,1.084,27
data/opis_1/delo_0050/068.jpg,1,0.745,1.0,1.113,1.296,0.66,29
data/opis_1/delo_0050/069.jpg,1,0.681,1.0,1.057,1.208,2.036,24
data/opis_1/delo_0050/070.jpg,0,0.747,1.0,1.197,1.307,1.158,27
data/opis_1/delo_0050/071.jpg,0,0.675,1.0,1.003,1.18,0.756,31
data/opis_1/delo_0050/072.jpg,0,0.708,1.0,1.168,1.47,0.512,32
data/opis_1/delo_0050/073.jpg,0,0.741,1.0,1.152,1.256,1.216,29
data/opis_1/delo_0050/074.jpg,0,0.671,1.0,1.012,1.237,1.04,30
data/opis_1/delo_0050/075.jpg,0,0.702,1.0,0.929,1.373,0.616,35
data/opis_1/delo_0050/076.jpg,0,0.688,1.0,1.038,1.365,0.599,34
data/opis_1/delo_0050/077.jpg,0,0.726,0.815,1.227,1.259,1.735,26
data/opis_1/delo_0050/078.jpg,1,0.686,1.0,1.041,1.256,0.956,29
data/opis_1/delo_0050/079.jpg,0,0.728,1.0,1.086,1.229,1.124,28
data/opis_1/delo_0050/080.jpg,0,0.731,1.0,1.047,1.418,0.696,31
data/opis_1/delo_0050/081.jpg,0,0.697,1.0,1.208,1.349,1.975,12
data/opis_1/delo_0050/082.jpg,0,0.703,1.0,1.296,1.565,1.449,10
data/opis_1/delo_0050/083.jpg,0,0.655,1.0,1.049,1.31,1.534,25
data/opis_1/delo_0050/084.jpg,0,0.716,1.0,1.124,1.303,1.0,26
data/opis_1/delo_0050/085.jpg,1,0.724,1.0,1.055,1.297,1.532,24
data/opis_1/delo_0050/086.jpg,1,0.694,1.0,1.203,1.522,1.342,27
data/opis_1/delo_0050/087.jpg,0,0.672,1.0,0.904,1.387,0.898,27
data/opis_1/delo_0050/088.jpg,0,0.732,1.0,0.967,1.308,1.043,18
data/opis_1/delo_0050/089.jpg,1,0.668,1.0,1.152,1.236,2.154,15
data/opis_1/delo_0050/090.jpg,1,0.651,1.0,1.712,1.379,2.012,10
data/opis_1/delo_0050/091.jpg,1,0.768,0.827,1.332,1.462,2.224,16
data/opis_1/delo_0050/092.jpg,1,0.73,1.0,1.589,1.097,1.997,16
data/opis_1/delo_0050/093.jpg,1,0.787,1.0,1.693,1.991,2.252,15
data/opis_1/delo_0050/094.jpg,0,0.695,1.0,1.312,1.239,1.484,25
data/opis_1/delo_0050/095.jpg,1,0.635,1.0,0.919,1.209,2.282,27
data/opis_1/delo_0050/096.jpg,1,0.538,1.0,1.083,1.177,1.362,20
data/opis_1/delo_0050/097.jpg,1,0.721,1.0,1.099,2.268,2.172,18
data/opis_1/delo_0050/098.jpg,1,0.688,0.867,1.633,1.627,1.606,12
data/opis_1/delo_0050/099.jpg,1,0.613,0.821,1.18,1.314,1.784,28
data/opis_1/delo_0050/100.jpg,1,0.634,1.0,0.909,1.475,1.533,14
data/opis_1/delo_0050/101.jpg,1,0.598,1.0,1.144,1.28,1.983,15
data/opis_1/delo_0050/102.jpg,1,0.644,1.0,1.056,1.28,1.378,26
data/opis_1/delo_0050/103.jpg,1,0.759,1.0,1.182,1.326,1.876,19
data/opis_1/delo_0050/104.jpg,1,0.65,1.0,1.042,1.148,1.533,20
data/opis_1/delo_0050/105.jpg,1,0.563,1.0,0.973,1.253,2.067,19
data/opis_1/delo_0050/106.jpg,0,0.706,1.0,1.546,1.238,1.607,15
data/opis_1/delo_0050/107.jpg,1,0.768,1.0,1.162,1.201,1.984,10
data/opis_1/delo_0050/108.jpg,1,0.681,1.0,0.994,1.249,1.687,19
data/opis_1/delo_0050/109.jpg,1,0.734,1.0,1.784,1.383,2.091,10
data/opis_1/delo_0050/110.jpg,1,0.646,1.0,1.418,1.438,1.825,9
data/opis_1/delo_0050/111.jpg,1,0.727,1.0,0.928,1.301,1.927,19
data/opis_1/delo_0050/112.jpg,1,0.798,1.0,1.766,1.223,1.651,16
data/opis_1/delo_0050/113.jpg,1,0.781,1.0,1.502,1.468,2.049,13
data/opis_1/delo_0050/114.jpg,1,0.552,1.0,1.034,1.184,2.008,11
data/opis_1/delo_0050/115.jpg,1,0.796,1.0,1.203,1.288,1.966,20
data/opis_1/delo_0050/116.jpg,1,0.669,1.0,1.297,1.128,1.536,20
data/opis_1/delo_0050/117.jpg,1,0.632,1.0,1.128,1.312,2.168,21
data/opis_1/delo_0050/118.jpg,1,0.667,1.0,1.137,1.23,1.768,19
data/opis_1/delo_0050/119.jpg,1,0.64,1.0,1.041,1.325,2.272,16
data/opis_1/delo_0050/120.jpg,1,0.661,0.783,1.262,1.664,1.196,18
data/opis_1/delo_0281/000.jpg,0,0.597,0.58,1.342,1.389,1.768,21
data/opis_1/delo_0281/001.jpg,1,0.525,0.491,0.334,1.517,0.278,26
data/opis_1/delo_0281/002.jpg,0,0.46,0.115,0.253,0.982,0.031,29
data/opis_1/delo_0281/003.jpg,0,0.416,0.156,0.271,1.005,0.158,28
data/opis_1/delo_0281/004.jpg,0,0.467,0.193,0.312,1.375,0.267,32
data/opis_1/delo_0281/005.jpg,0,0.397,0.204,0.254,1.02,0.051,29
data/opis_1/delo_0281/006.jpg,0,0.417,0.282,0.15,0.974,0.19,7
data/opis_1/delo_0281/007.jpg,1,0.727,0.842,1.996,1.224,1.461,20
data/opis_1/delo_0281/008.jpg,1,0.7,1.0,1.352,1.808,2.002,12
data/opis_1/delo_0064/000.jpg,1,0.656,0.868,2.065,1.604,1.202,16
data/opis_1/delo_0064/001.jpg,1,0.423,0.551,0.312,0.987,0.312,30
data/opis_1/delo_0064/002.jpg,1,0.386,0.436,0.398,1.285,0.402,33
data/opis_1/delo_0064/003.jpg,1,0.439,-0.029,0.953,1.347,0.915,35
data/opis_1/delo_0064/004.jpg,1,0.391,0.189,0.386,1.323,0.328,34
data/opis_1/delo_0064/005.jpg,0,0.415,0.478,0.394,1.418,0.185,31
data/opis_1/delo_0064/006.jpg,1,0.365,0.289,0.397,1.226,0.701,33
data/opis_1/delo_0064/007.jpg,1,0.423,0.353,0.524,1.22,0.57,37
data/opis_1/delo_0064/008.jpg,1,0.322,0.229,0.39,1.528,0.28,33
data/opis_1/delo_0064/009.jpg,0,0.387,0.472,0.356,0.984,0.262,35
data/opis_1/delo_0064/010.jpg,1,0.395,0.305,0.454,1.536,0.669,35
data/opis_1/delo_0064/011.jpg,1,0.382,0.274,0.378,1.36,0.43,39
data/opis_1/delo_0064/012.jpg,1,0.567,1.0,0.993,1.293,1.108,23
data/opis_1/delo_0064/013.jpg,1,0.634,0.957,1.214,1.925,0.56,33
data/opis_1/delo_0064/014.jpg,1,0.342,0.333,0.44,1.303,0.517,39
data/opis_1/delo_0064/015.jpg,0,0.386,0.37,0.452,1.489,0.438,33
data/opis_1/delo_0064/016.jpg,1,0.371,0.331,0.343,1.067,0.241,34
data/opis_1/delo_0064/017.jpg,0,0.345,0.329,0.406,1.211,0.336,39
data/opis_1/delo_0064/018.jpg,0,0.366,0.586,0.329,1.656,0.262,29
data/opis_1/delo_0064/019.jpg,1,0.413,0.391,0.493,1.768,0.461,31
data/opis_1/delo_0064/020.jpg,0,0.507,0.795,1.257,1.387,0.529,38
data/opis_1/delo_0064/021.jpg,1,0.256,0.274,0.861,1.277,1.435,37
data/opis_1/delo_0064/022.jpg,1,0.433,0.377,0.948,1.363,1.313,28
data/opis_1/delo_0064/023.jpg,0,0.385,0.422,0.255,0.942,0.144,32
data/opis_1/delo_0064/024.jpg,1,0.426,0.387,0.303,1.43,0.552,28
data/opis_1/delo_0064/025.jpg,0,0.475,0.153,0.283,0.894,0.256,26
data/opis_1/delo_0064/026.jpg,0,0.485,-0.057,0.392,1.642,0.864,29
data/opis_1/delo_0064/027.jpg,0,0.487,0.069,0.43,1.704,0.388,29
data/opis_1/delo_0064/028.jpg,1,0.441,0.162,0.421,1.543,0.446,30
data/opis_1/delo_0064/029.jpg,0,0.799,1.0,1.809,1.75,1.72,17
data/opis_1/delo_0064/030.jpg,0,0.444,0.098,0.238,1.077,0.273,33
data/opis_1/delo_0064/031.jpg,1,0.422,0.31,0.396,1.116,0.383,34
data/opis_1/delo_0064/032.jpg,0,0.523,0.284,0.385,1.186,0.362,34
data/opis_1/delo_0064/033.jpg,0,0.385,0.447,0.255,0.914,0.188,29
data/opis_1/delo_0064/034.jpg,0,0.496,0.191,0.578,1.517,0.745,27
data/opis_1/delo_0064/035.jpg,1,0.475,0.181,0.392,1.3,0.428,32
data/opis_1/delo_0064/036.jpg,0,0.533,0.413,0.774,1.58,0.799,26
data/opis_1/delo_0064/037.jpg,0,0.446,0.286,0.687,1.842,0.331,22
data/opis_1/delo_0064/038.jpg,0,0.412,0.277,0.515,1.307,0.352,20
data/opis_1/delo_0064/039.jpg,1,0.435,0.432,0.831,1.355,0.63,19
data/opis_1/delo_0064/040.jpg,0,0.449,0.48,0.903,1.406,0.599,26
data/opis_1/delo_0064/041.jpg,0,0.49,0.155,0.622,1.164,0.472,22
data/opis_1/delo_0064/042.jpg,0,0.413,0.199,0.453,1.386,0.374,19
data/opis_1/delo_0064/043.jpg,0,0.383,0.376,0.762,1.319,0.472,23
data/opis_1/delo_0064/044.jpg,0,0.399,0.456,0.711,1.255,0.294,20
data/opis_1/delo_0064/045.jpg,0,0.389,0.407,0.719,1.333,0.598,19
data/opis_1/delo_0064/046.jpg,0,0.425,0.171,0.832,1.299,0.389,16
data/opis_1/delo_0064/047.jpg,0,0.361,0.349,0.549,1.304,0.306,20
data/opis_1/delo_0064/048.jpg,0,0.384,0.791,0.581,1.262,0.246,22
data/opis_1/delo_0064/049.jpg,0,0.42,0.29,0.477,1.38,0.166,15
data/opis_1/delo_0064/050.jpg,0,0.463,0.32,0.205,0.913,0.306,30
data/opis_1/delo_0064/051.jpg,0,0.438,0.126,0.25,0.909,0.046,29
data/opis_1/delo_0064/052.jpg,0,0.439,0.124,0.231,0.862,0.136,26
data/opis_1/delo_0064/053.jpg,0,0.467,0.318,0.27,0.897,0.205,31
data/opis_1/delo_0064/054.jpg,0,0.419,0.192,0.278,0.877,0.107,27
data/opis_1/delo_0064/055.jpg,0,0.423,0.361,0.225,0.89,0.116,30
data/opis_1/delo_0064/056.jpg,0,0.404,-0.094,0.234,0.879,0.103,28
data/opis_1/delo_0064/057.jpg,0,0.412,0.123,0.258,0.902,0.038,29
data/opis_1/delo_0064/058.jpg,0,0.484,0.222,0.292,0.929,0.326,31
data/opis_1/delo_0064/059.jpg,0,0.434,0.093,0.226,0.884,0.206,30
data/opis_1/delo_0064/060.jpg,0,0.386,0.3,0.204,0.902,0.117,28
